Common Name,Country,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status,Image Url
Yellow Spotted Lizard,North America,Reptile,Reptilia,Squamata,Eumeces septentrionalis,2021,Not Listed,Not Listed,S3,G5,Widespread,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow Tanager,Central & South America,Bird,Aves,Passeriformes,Emberizidae spp.,2022,Not Listed,Not Listed,S4,G5,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellow Tang,Pacific Oceans,Fish,Actinopterygii,Acanthuridae,Zebrasoma flavescens,2022,Not Listed,Not Listed,S4,G5,Marine,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellow-Bellied Marmot,North America,Mammal,Mammalia,Rodentia,Marmota flaviventris,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yellow-Bellied Sapsucker,North America,Bird,Aves,Piciformes,Sphyrapicus varius,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellow-Bellied Sea Snake,Tropical Oceans,Reptile,Reptilia,Serpentes,Pelamis platura,2021,Not Listed,Not Listed,S2,G4,Pelagic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Yellow-Billed Hornbill,Africa,Bird,Aves,Coraciiformes,Tockus flavirostris,2022,Not Listed,Not Listed,S3,G4,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellow-Eyed Penguin,New Zealand,Bird,Aves,Sphenisciformes,Megadyptes antipodes,2021,Endangered,Endangered,S2,G2,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellow-Faced Bee,Various,Insect,Insecta,Hymenoptera,Hylaeus spp.,2020,Not Listed,Not Listed,S3,G5,Limited Range,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellowfin Tuna,Tropical Oceans,Fish,Actinopterygii,Scombridae,Thunnus albacares,2022,Not Listed,Not Listed,S3,G3,Marine,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellowhammer,Europe,Bird,Aves,Passeriformes,Emberiza citrinella,2021,Not Listed,Not Listed,S3,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yellowish Cuckoo Bumblebee,North America,Insect,Insecta,Hymenoptera,Bombus fervidus,2021,Not Listed,Not Listed,S3,G4,Limited Range,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellowjacket,North America,Insect,Insecta,Hymenoptera,Vespula spp.,2020,Not Listed,Not Listed,S3,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Yellowtail Snapper,Caribbean,Fish,Actinopterygii,Perciformes,Ocyurus chrysurus,2022,Not Listed,Not Listed,S3,G5,Marine,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Yellowthroat,North America,Bird,Aves,Passeriformes,Geothlypis trichas,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yeti Crab,Pacific Oceans,Crustacean,Malacostraca,Decapoda,Kiwa hirsuta,2005,Not Listed,Not Listed,N/A,G3,Hydrothermal Vents,https://api.photon.aremedia.net.au/wp-content/uploads/sites/10/Gt/2022/09/12/20213/WEB_GT2201_Crustacean_GT-Seafood-Guide-031.jpg?fit=1200%2C1028
Yokohama Chicken,Japan,Bird,Aves,Galliformes,Gallus gallus domesticus,2022,Not Listed,Not Listed,S4,G5,Domestic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Yoranian,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris (mixed breed),2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yorkie Bichon,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris (mixed breed),2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yorkie-Poo,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris (mixed breed),2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Yorkshire Terrier,United Kingdom,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zander,Europe,Fish,Actinopterygii,Perciformes,Sander lucioperca,2021,Not Listed,Not Listed,S3,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Zanzibar Leopard,Tanzania,Mammal,Mammalia,Carnivora,Panthera pardus,2021,Endangered,Endangered,S2,G2,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zanzibar Red Colobus,Tanzania,Mammal,Mammalia,Primates,Procolobus kirkii,2021,Endangered,Endangered,S1,G2,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zarudny’s Jird,Central Asia,Mammal,Mammalia,Rodentia,Meriones zarudnyi,2021,Not Listed,Not Listed,S3,G3,Endemic to Central Asia,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zebra,Africa,Mammal,Mammalia,Perissodactyla,Equus quagga,2022,Not Listed,Not Listed,S4,G3,Wild populations in Africa,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zebra Duiker,Africa,Mammal,Mammalia,Artiodactyla,Cephalophus zebra,2021,Not Listed,Not Listed,S2,G4,Sub-Saharan Africa,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zebra Finch,"Australia, Pacific Islands",Bird,Aves,Passeriformes,Taeniopygia guttata,2021,Not Listed,Not Listed,S3,G5,Domestic and wild populations,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Zebra Mussels,"North America, Europe",Mollusk,Bivalvia,Dreissenidae,Dreissena polymorpha,2021,Not Listed,Not Listed,S4,G5,Invasive species in lakes,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Zebra Pleco,South America,Fish,Actinopterygii,Siluriformes,Hypancistrus zebra,2022,Not Listed,Not Listed,S2,G4,Amazon River basin,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Zebra Shark,Indo-Pacific,Fish,Chondrichthyes,Elasmobranchii,Stegostoma fasciatum,2021,Not Listed,Not Listed,S3,G5,Coastal waters,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Zebra Snake,Africa,Reptile,Reptilia,Serpentes,Naja nigricollis,2022,Not Listed,Not Listed,S3,G4,Endemic to Africa,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Zebra Spitting Cobra,Africa,Reptile,Reptilia,Serpentes,Naja nigricollis,2022,Not Listed,Not Listed,S3,G4,Sub-Saharan Africa,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Zebra Tarantula,South America,Insect,Arachnida,Araneae,Acanthoscurria geniculata,2021,Not Listed,Not Listed,S2,G4,Native to South America,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
Zebrafish,Global,Fish,Actinopterygii,Cypriniformes,Danio rerio,2021,Not Listed,Not Listed,S4,G5,Common in aquariums,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Zebu,"Africa, Asia",Mammal,Mammalia,Bovidae,Bos indicus,2021,Not Listed,Not Listed,S4,G5,Domesticated cattle,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zenaida Dove,"Caribbean, South America",Bird,Aves,Columbiformes,Zenaida auriculata,2021,Not Listed,Not Listed,S3,G5,Found in various habitats,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Zigzag Salamander,North America,Amphibian,Amphibia,Urodela,Plethodon dorsalis,2021,Not Listed,Not Listed,S2,G4,Eastern U.S.,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
Zokor,Central Asia,Mammal,Mammalia,Rodentia,Myospalax spp.,2021,Not Listed,Not Listed,S2,G3,Endemic to Central Asia,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zonkey,Domestic (Hybrid),Mammal,Mammalia,Perissodactyla,Equus zebra × Equus asinus,2020,Not Listed,Not Listed,S3,G5,Domestic hybrid,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zooplankton,Global,Invertebrate,Various,Various,Various,N/A,Not Listed,Not Listed,N/A,N/A,Aquatic environments,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Zorilla,Africa,Mammal,Mammalia,Carnivora,Ictonyx striatus,2021,Not Listed,Not Listed,S3,G5,Sub-Saharan Africa,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zorro,South America,Mammal,Mammalia,Carnivora,Lycalopex gymnocercus,2021,Not Listed,Not Listed,S2,G4,Native to South America,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zorse,Domestic (Hybrid),Mammal,Mammalia,Perissodactyla,Equus zebra × Equus ferus,2020,Not Listed,Not Listed,S3,G5,Domestic hybrid,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Żubroń,Europe,Mammal,Mammalia,Artiodactyla,Bos primigenius × Bos taurus,2021,Not Listed,Not Listed,S2,G4,Hybrid of European bison,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Zuchon,Domestic,Mammal,Mammalia,Carnivora,Bichon Frise × Shih Tzu,2021,Not Listed,Not Listed,S3,G5,Domestic hybrid,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Red Salamander,Albany,Amphibian,Amphibians,Salamanders,Pseudotriton ruber,1990-1999,Game with no open season,not listed,S3S4,G5,Recently Confirmed,https://miro.medium.com/v2/resize:fit:2000/1*4VaIUVXgr6TZwg7Id48NsQ.jpeg
Pickerel Frog,Albany,Amphibian,Amphibians,Frogs and Toads,Lithobates palustris,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed,https://www.outdooralabama.com/sites/default/files/styles/content_slide_image/public/Wildlife/Amphibians/Frogs/pickerel.jpg?itok=19caWC9A
Eastern Newt,Albany,Amphibian,Amphibians,Salamanders,Notophthalmus viridescens,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8dG_J7TR4yhKire82vFiYomrA0VJZFL6x9TrjHUm0ur3Bb8JB7VVYXsm_PiVR1yrjfTk&usqp=CAU
Four-toed Salamander,Albany,Amphibian,Amphibians,Salamanders,Hemidactylium scutatum,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqj1KwTAaBNvflCCwaXEs3luONJo7uvORA7RMNYYsA6COBKHXhQffXCCXJsh5RPIqdpFY&usqp=CAU
Gray Treefrog,Albany,Amphibian,Amphibians,Frogs and Toads,Hyla versicolor,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed,https://inaturalist-open-data.s3.amazonaws.com/photos/606704/large.jpg
Northern Slimy Salamander,Albany,Amphibian,Amphibians,Salamanders,Plethodon glutinosus,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Plethodon_glutonosus.jpg/1200px-Plethodon_glutonosus.jpg
Spring Salamander,Albany,Amphibian,Amphibians,Salamanders,Gyrinophilus porphyriticus,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://lh3.googleusercontent.com/proxy/pLnBeWaoO-2kbMUSGSiDf3gFDLZ2C2DxxWWdDfUoK36SLdQ-M1FPEk0y79DpEsY_Mc0N8SrtUOQgFmjNeIRoDw-F2Iz3KgT7Iz_g9ZMIuClXZ5vhKxeMxuvX0Aic_vI
Redback Salamander,Albany,Amphibian,Amphibians,Salamanders,Plethodon cinereus,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://herpsofnc.org/wp-content/uploads/2016/10/5731112914_7d99672fc3_b.jpg
Fowler's Toad,Albany,Amphibian,Amphibians,Frogs and Toads,Anaxyrus fowleri,1990-1999,Game with open season,not listed,S4,G5,Recently Confirmed,https://d18lev1ok5leia.cloudfront.net/chesapeakebay/critters/_700x600_fit_center-center_none/Fowlers-Toad-Photo-278246375-c-dogbowlbookpile-some-rights-reserved-CC-BY-NC-uploaded-by-dogbowlbookpile.jpg
Northern Two-lined Salamander,Albany,Amphibian,Amphibians,Salamanders,Eurycea bislineata,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,http://wildlifeofct.com/websiteimages/salamanders/northern_two_lined_salamander.jpg
Allegheny Mountain Dusky Salamander,Albany,Amphibian,Amphibians,Salamanders,Desmognathus ochrophaeus,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://www.herpedia.com/gallery/albums/Sallys-newts/Desmognathus-ochrophaeus/Desmognathus-ochrophaeus.jpg
Dusky Salamander,Albany,Amphibian,Amphibians,Salamanders,Desmognathus fuscus,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://www.amphibianfact.com/wp-content/uploads/2017/03/Dusky-Salamander-Photos.jpg
Spotted Salamander,Albany,Amphibian,Amphibians,Salamanders,Ambystoma maculatum,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed,https://ngrrec-wtdi-wordpress-images.s3.amazonaws.com/wp-content/uploads/2022/06/24092635/IMG_2847-banner.jpg
Blue-spotted Salamander,Albany,Amphibian,Amphibians,Salamanders,Ambystoma laterale,1990-1999,Special Concern,not listed,S4,G5,Recently Confirmed,https://biodiversity.earthathome.org/species/ambystoma-laterale/ambystoma-laterale-featured_hu9e9ff7b9897cf75f68ab0d4fc6dbad76_2288156_600x0_resize_q75_h2_box.webp
Jefferson Salamander Complex,Albany,Amphibian,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,1990-1999,Game with no open season,not listed,SNA,GU,Recently Confirmed,https://inaturalist-open-data.s3.amazonaws.com/photos/93336/large.jpg
Eastern Spadefoot,Albany,Amphibian,Amphibians,Frogs and Toads,Scaphiopus holbrookii,2006,Special Concern,not listed,S2S3,G5,Recently Confirmed,https://www.iowaherps.com/content/media/310-spea_bombifrons.jpg
Spring Peeper,Albany,Amphibian,Amphibians,Frogs and Toads,Pseudacris crucifer,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed,https://fergusonmuseum.org/wp-content/uploads/2020/04/Spring-peeper-600x400.jpg
Northern Leopard Frog,Albany,Amphibian,Amphibians,Frogs and Toads,Lithobates pipiens,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed,https://www.metroparks.com/wp-content/uploads/2021/08/Northern-Leopard-Frog-300x200.jpg
American Bumble Bee,Albany,Insect,Insecta,Bees,Bombus (Thoracobombus) pensylvanicus,1987,not listed,not listed,S1,G3G4,Historically Confirmed,https://guides.nynhp.org/media/i17424.jpg
Yellowbanded Bumble Bee,Albany,Insect,Insecta,Bees,Bombus (Bombus) terricola,2009,not listed,not listed,S1,G5,Recently Confirmed,https://inaturalist-open-data.s3.amazonaws.com/photos/86088645/medium.jpg
Rusty-patched Bumble Bee,Albany,Insect,Insecta,Bees,Bombus (Bombus) affinis,1991,not listed,not listed,SH,G1,Historically Confirmed,https://entomology.umn.edu/sites/entomology.umn.edu/files/styles/large/public/2021-05/affinismichelleboone_1.jpg?itok=YbGptMhl
Black-crowned Night-Heron,Albany,Bird,Aves,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,2000-2005,Protected Bird,not listed,S3,G5,Recently Confirmed,https://test.celebrateurbanbirds.org/wp-content/uploads/2013/02/shutterstock_467647892-1920x1280.jpg
Least Bittern,Albany,Bird,Aves,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304476671/2400
Eastern Wood-Pewee,Albany,Bird,Aves,Flycatchers,Contopus virens,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed,https://www.allaboutbirds.org/guide/assets/photo/301815151-720px.jpg
White-winged Crossbill,Albany,Bird,Aves,Finches and Crossbills,Loxia leucoptera,2000-2005,Protected Bird,not listed,S2S3,G5,Recently Confirmed,https://www.coniferousforest.com/wp-content/uploads/2019/04/White-Winged-Crossbill-768x574.jpg
Red Crossbill,Albany,Bird,Aves,Finches and Crossbills,Loxia curvirostra,2000-2005,Protected Bird,not listed,S2S3,G5,Recently Confirmed,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306363961/2400
Hooded Merganser,Albany,Bird,Aves,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed,https://dannybrownphotography.wordpress.com/wp-content/uploads/2012/11/djb_02-07-09-0004.jpg?w=630&h=504
American Black Duck,Albany,Bird,Aves,"Ducks, Geese, Waterfowl",Anas rubripes,2000-2005,Protected Bird - Game with open season,not listed,"S3B,SNRN",G5,Recently Confirmed,https://www.allaboutbirds.org/guide/assets/photo/60018911-720px.jpg
Mallard x Am. Black Duck Hybrid,Albany,Bird,Aves,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,2000-2005,Protected Bird - Game with open season,not listed,SNA,GNA,Recently Confirmed,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48954581/1200/2400
Blue-winged Teal,Albany,Bird,Aves,"Ducks, Geese, Waterfowl",Anas discors,2000-2005,Protected Bird - Game with open season,not listed,"S2S3B,SNRN",G5,Recently Confirmed,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Blue-Winged_Teal.jpg/440px-Blue-Winged_Teal.jpg
Black-billed Cuckoo,Albany,Bird,Aves,Cuckoos,Coccyzus erythropthalmus,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308464851/2400
Yellow-billed Cuckoo,Albany,Bird,Aves,Cuckoos,Coccyzus americanus,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308454251/2400
Worm-eating Warbler,Albany,Bird,Aves,Wood-Warblers,Helmitheros vermivorum,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Worm-eating_Warbler.jpg/440px-Worm-eating_Warbler.jpg
Fish Crow,Albany,Bird,Aves,Crows and Jays,Corvus ossifragus,2000-2005,Protected Bird - Game with open season,not listed,S4,G5,Recently Confirmed,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Fish_crow_in_Red_Hook_%2842712%29.jpg/1920px-Fish_crow_in_Red_Hook_%2842712%29.jpg
